reviews,category
poor quality service,"['Staff Behaviour', 'In-flight Experience']"
they have no service awful staff,"['Staff Behaviour', 'In-flight Experience']"
plane was 40% empty,['Aircraft Maintenance']
i would avoid shenzhen airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
customer service is non existent,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
very good value for money,['Value for Money']
not be able to claim for travel insurance,['Compensation & Refund']
no food and drink service during the flight,"['Food & Beverages', 'Staff Behaviour', 'In-flight Experience']"
playing refunding trick,"['Ticket Booking & Pricing', 'Compensation & Refund']"
worst flight i ever had to china,['Brand Reputation']
poor cabin hygiene,"['Hygiene', 'Cabin Environment']"
there is no customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
sichuan airlines is scamming us,"['Cabin Environment', 'Boarding Process']"
service was impressive,"['Staff Behaviour', 'In-flight Experience']"
concerned about the covid safety of this flight,"['Aircraft Maintenance', 'Security Concerns']"
"comfortable, good service","['Seat Comfort', 'Staff Behaviour', 'In-flight Experience']"
long check-in queue,['Boarding Process']
not recommend using silkair,['Cabin Environment']
worst experience in my life,"['Brand Reputation', 'In-flight Experience']"
not recommend this airline,"['Cabin Environment', 'Boarding Process']"
silkair is shockingly bad,['Cabin Environment']
gate personnel was as cold as stone,"['Cabin Environment', 'Aircraft Maintenance']"
service is not on this company’s radar,"['Staff Behaviour', 'In-flight Experience']"
terrible terrible airline!,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
terrible service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
do not fly in this airline,"['Cabin Environment', 'Boarding Process']"
delayed over and over again,['Punctuality']
so delayed we couldn't wait,['Punctuality']
below average pitch and recline,"['Seat Comfort', 'Boarding Process', 'Miscellaneous']"
no dining on demand,['Food & Beverages']
the screen of my seat was not working,"['Inflight Entertainment', 'Seat Comfort']"
average in terms of comfort,"['Seat Comfort', 'In-flight Experience', 'Miscellaneous']"
always excellent service,"['Staff Behaviour', 'In-flight Experience']"
best airline i've traveled with,"['Cabin Environment', 'Boarding Process']"
their incompetence cost me money,['Value for Money']
odd baggage rules inconsistently applied,"['Baggage Policies', 'Process & Policy']"
purchased tickets with wrong date,['Ticket Booking & Pricing']
"horrible service, do not fly!","['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
no on board wifi,['Wi-Fi & Connectivity']
avoid if at all possible,['Brand Reputation']
airline has no reliability,"['Cabin Environment', 'Boarding Process']"
"aircraft was old but clean, and comfortable","['Seat Comfort', 'Hygiene', 'Cabin Environment', 'Aircraft Maintenance', 'In-flight Experience']"
i request a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
the service is unacceptable,"['Staff Behaviour', 'In-flight Experience']"
disheartened by the experience,['In-flight Experience']
best budget airline i've flown with,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
comfy seat and legroom,['Seat Comfort']
6 months later still no refund,"['Punctuality', 'Ticket Booking & Pricing', 'Compensation & Refund']"
experience was very disappointing,['In-flight Experience']
recommend this airline,"['Cabin Environment', 'Boarding Process']"
had to pay for the boarding passes,['Boarding Process']
the worst airline i have ever coame across!,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
an interesting airline,"['Cabin Environment', 'Boarding Process']"
forced rebook by airline,"['Cabin Environment', 'Boarding Process']"
delayed because of mechanical issues,['Punctuality']
big thank you to staff,['Staff Behaviour']
service was friendly,"['Staff Behaviour', 'In-flight Experience']"
avoid at all costs,"['Value for Money', 'Brand Reputation']"
very friendly crew,"['Staff Behaviour', 'In-flight Experience']"
"friendly, helpful and professional crew","['Staff Behaviour', 'In-flight Experience']"
experience was faultless,['In-flight Experience']
friendly cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
no respect for customers complaints ,"['Customer Service', 'Brand Reputation']"
"in short, horrible!",['Brand Reputation']
no leg room and super hard seats,['Seat Comfort']
"avoid flying, unless really necessary",['Brand Reputation']
"no service, but cheap ticket","['Staff Behaviour', 'Value for Money', 'Ticket Booking & Pricing', 'In-flight Experience']"
 an excellent flight and service,"['Staff Behaviour', 'In-flight Experience']"
low quality service,"['Staff Behaviour', 'In-flight Experience']"
maintenance is non-existent,"['Hygiene', 'Aircraft Maintenance']"
lynx airlines should be ashamed of themselves,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
shame on sas for selling this,['Brand Reputation']
friendly and helpful crew,"['Staff Behaviour', 'In-flight Experience']"
you are greeted by rudeness,['Staff Behaviour']
customer service rude and unhelpful,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
"no info, no help, no refund","['Ticket Booking & Pricing', 'Compensation & Refund']"
extremely unpleasant and unprofessional,['Staff Behaviour']
strict 8 kg limit for overhead luggage,['Baggage Policies']
seriously hostile ground and cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
almost 22 hours delay!,['Punctuality']
absolutely terrible service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
asked me to pay for extra luggage,['Baggage Policies']
low-cost service for big prices,"['Staff Behaviour', 'Value for Money', 'Ticket Booking & Pricing', 'In-flight Experience']"
cannot recommend this airline,"['Cabin Environment', 'Boarding Process']"
it hot and not enough airflow,['Cabin Environment']
very good service,"['Staff Behaviour', 'In-flight Experience']"
airline is a complete disaster,"['Cabin Environment', 'Boarding Process']"
we still have not received our luggage,['Baggage Policies']
on board service was good,"['Staff Behaviour', 'In-flight Experience']"
refused to refund my money,"['Ticket Booking & Pricing', 'Compensation & Refund']"
poor customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
$300 charge for me changing my ticket,['Ticket Booking & Pricing']
had a terrible journey,['Brand Reputation']
friendly flight crew,"['Staff Behaviour', 'In-flight Experience']"
"a horrible, and preventable experience","['Brand Reputation', 'In-flight Experience']"
poor customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
never again fly southwest,['Brand Reputation']
customer service outside of flights not good,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
clean aircraft and friendly flight crew,"['Staff Behaviour', 'Hygiene', 'Cabin Environment', 'Aircraft Maintenance', 'In-flight Experience']"
very friendly staff,['Staff Behaviour']
what a difficult airline,"['Cabin Environment', 'Boarding Process']"
poor chaotic boarding,['Boarding Process']
a ridiculous experience,['In-flight Experience']
journey was comfortable,"['Seat Comfort', 'In-flight Experience']"
unprofessional behaviour of the staff,['Staff Behaviour']
charged for 2 kg hand baggage,['Baggage Policies']
abysmal level of service,"['Staff Behaviour', 'In-flight Experience']"
worst flight experience ever,"['Brand Reputation', 'In-flight Experience']"
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
extremely disappointing experience,['In-flight Experience']
flight delayed by 5 hours,['Punctuality']
we never got the refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
delayed for over 3 hours,['Punctuality']
do not fly with spirit airlines,"['Cabin Environment', 'Boarding Process']"
unprofessional behavior and poor service,"['Staff Behaviour', 'In-flight Experience']"
not be using spirit airlines again!,"['Cabin Environment', 'Boarding Process']"
left and arrived on time,['Punctuality']
absolutely awful airline,"['Cabin Environment', 'Boarding Process']"
a money grabbing airline,"['Cabin Environment', 'Boarding Process']"
not a low-priced airline,"['Value for Money', 'Cabin Environment', 'Ticket Booking & Pricing', 'Boarding Process']"
told us our luggage were oversized,"['Baggage Policies', 'Aircraft Maintenance']"
i have never travelled with such a money grabbing airline,"['Cabin Environment', 'Boarding Process']"
air tickets are very cheap,"['Value for Money', 'Cabin Environment', 'Ticket Booking & Pricing']"
terrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
zero hospitality,['Staff Behaviour']
one of the worst airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
i had a terrible experience,"['Brand Reputation', 'In-flight Experience']"
left the airport disappointed,['Cabin Environment']
service was professional,"['Staff Behaviour', 'In-flight Experience']"
fly with another airline,"['Cabin Environment', 'Boarding Process']"
i still don’t have my money back,['Compensation & Refund']
no customer support,"['Staff Behaviour', 'Customer Service', 'Accessibility Needs']"
bad experience with this company,['In-flight Experience']
stay away from this airline,"['Cabin Environment', 'Boarding Process']"
clean and comfortable,"['Seat Comfort', 'Hygiene', 'In-flight Experience']"
seats were comfortable,"['Seat Comfort', 'In-flight Experience']"
avoid at all cost,"['Value for Money', 'Brand Reputation']"
worst airline of the world,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
brutal delays. missed connection,"['Punctuality', 'Wi-Fi & Connectivity']"
the absolute worst,['Brand Reputation']
delays and cancellations,"['Punctuality', 'Ticket Booking & Pricing', 'Flight Cancellation']"
thank you for staff of star peru,['Staff Behaviour']
staff no help whatsoever,['Staff Behaviour']
best low-cost airline i have used,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
i barely made the connection,['Wi-Fi & Connectivity']
had to go through extra security,['Security Concerns']
meticulous services offered,"['Staff Behaviour', 'In-flight Experience']"
inexperienced with customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
onboard service caring and professional,"['Staff Behaviour', 'In-flight Experience']"
do not pay for select seating,['Seat Comfort']
response was sorry for the delay,"['Punctuality', 'Customer Service']"
flawed customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
stressful and worst experience,"['Brand Reputation', 'In-flight Experience']"
one of the worst airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
avoid this airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
made us move from our seats,['Seat Comfort']
airline and employees are garbage,"['Cabin Environment', 'Boarding Process']"
customer service is non existent,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
flight has been delayed three times,['Punctuality']
recommend this airline,"['Cabin Environment', 'Boarding Process']"
full meal and bar service ,"['Food & Beverages', 'Staff Behaviour', 'In-flight Experience']"
helpful friendly and professional,['Staff Behaviour']
abysmal customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
cabin crew were fantastic,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
still awaiting for any response,"['Punctuality', 'Customer Service', 'Boarding Process']"
luggage had been left at gatwick,['Baggage Policies']
they change the return flight home,['Ticket Booking & Pricing']
"extremely awful, slow service","['Staff Behaviour', 'Wi-Fi & Connectivity', 'Boarding Process', 'In-flight Experience']"
one staff was very rude,['Staff Behaviour']
airline to avoid in the future,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
so disappointed in the service,"['Staff Behaviour', 'In-flight Experience']"
abruptly ripped our boarding passes,['Boarding Process']
very bad ticketing management,['Ticket Booking & Pricing']
this is very poor service,"['Staff Behaviour', 'In-flight Experience']"
no concern for customer experience,['In-flight Experience']
they're not helpful,['Staff Behaviour']
change in their baggage policy,"['Baggage Policies', 'Ticket Booking & Pricing', 'Process & Policy']"
one of the worst airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
 service very very bad,"['Staff Behaviour', 'In-flight Experience']"
never had such a bad service,"['Staff Behaviour', 'In-flight Experience']"
no info on flight delay,['Punctuality']
i'm still trying to get a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
i still haven’t gotten a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
the worst flight experience,"['Brand Reputation', 'In-flight Experience']"
absolute worst experience,"['Brand Reputation', 'In-flight Experience']"
overall the service was good,"['Staff Behaviour', 'In-flight Experience']"
cabin crew was amazing,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
actually felt like a valued customer,['Value for Money']
provided a complimentary cab service,"['Staff Behaviour', 'In-flight Experience']"
cabin temperature was much too low,['Cabin Environment']
shameful customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
a cheap flight and not much more to be expected,['Value for Money']
don’t want to refund my money,"['Ticket Booking & Pricing', 'Compensation & Refund']"
won't give you any compensation,['Compensation & Refund']
such a horrible service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
all very dirty. disgusting,"['Hygiene', 'Aircraft Maintenance']"
no communication from the flight staff,['Staff Behaviour']
won't pay me for booking another flight,['Ticket Booking & Pricing']
the worst one i’ve used,['Brand Reputation']
extremely disappointing airline,"['Cabin Environment', 'Boarding Process']"
very bad experience,['In-flight Experience']
seat was very comfortable,"['Seat Comfort', 'In-flight Experience']"
horrible airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
included check-in baggage of 15kg or 23kg,"['Baggage Policies', 'Boarding Process']"
passenger cabin has so many defects,['Cabin Environment']
what a terrible airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
didn't refund me anything,"['Ticket Booking & Pricing', 'Compensation & Refund']"
my experience was disastrous,['In-flight Experience']
cancel or delay their flights,['Punctuality']
one of the most painful experiences,['In-flight Experience']
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
expecting much better value,['Value for Money']
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
unprofessional but aircraft is new,"['Staff Behaviour', 'Cabin Environment', 'Aircraft Maintenance']"
avoid this airline at all costs,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
still have not been refunded,"['Ticket Booking & Pricing', 'Compensation & Refund']"
ever sent us notification of this change,['Ticket Booking & Pricing']
delayed for 5 hours,['Punctuality']
worst experience so far,"['Brand Reputation', 'In-flight Experience']"
avoid this airline at all costs,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
overbooking the flight,['Ticket Booking & Pricing']
10 hours delay,['Punctuality']
a deficient experience,['In-flight Experience']
awful airline,"['Cabin Environment', 'Boarding Process']"
price was ridiculously high,"['Value for Money', 'Ticket Booking & Pricing']"
attitude was rude and unprofessional,['Staff Behaviour']
terrible experience,"['Brand Reputation', 'In-flight Experience']"
waiting at the airport for 6 hours,"['Punctuality', 'Cabin Environment', 'Boarding Process']"
the plane was outdated,['Aircraft Maintenance']
staff were very friendly,['Staff Behaviour']
tajik air customer review,['Cabin Environment']
tajik air customer review,['Cabin Environment']
tajik air customer review,['Cabin Environment']
tajik air customer review,['Cabin Environment']
many missed their connection,['Wi-Fi & Connectivity']
no staff of tam helping us,['Staff Behaviour']
staff were extremely friendly,['Staff Behaviour']
worst company i have flown,['Brand Reputation']
bland and mundane experience,['In-flight Experience']
avoid them at all costs,"['Value for Money', 'Brand Reputation']"
worst airline i have ever seen,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
worst flight and customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
worst customer experience,"['Brand Reputation', 'In-flight Experience']"
they deduct cancellation fee,"['Ticket Booking & Pricing', 'Flight Cancellation']"
the worst scam ever,['Brand Reputation']
great customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
the worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
would avoid if you can,['Brand Reputation']
crew polite and helpful,"['Staff Behaviour', 'In-flight Experience']"
seats are old and dirty,"['Seat Comfort', 'Hygiene', 'Aircraft Maintenance']"
they should be ashamed,['Brand Reputation']
food is only for purchase,"['Food & Beverages', 'In-flight Experience']"
staff insisted on 23 kg luggage,"['Staff Behaviour', 'Baggage Policies']"
a most professional airline,"['Cabin Environment', 'Boarding Process']"
refused to honor baggage allowance,['Baggage Policies']
the boarding was chaotic,['Boarding Process']
substituted a short haul aircraft,"['Cabin Environment', 'Aircraft Maintenance']"
they won't make a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
worst flight company ever,['Brand Reputation']
excellent service,"['Staff Behaviour', 'In-flight Experience']"
still waiting for the refund,"['Punctuality', 'Ticket Booking & Pricing', 'Compensation & Refund', 'Boarding Process']"
horrid customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
excellent service and attitude,"['Staff Behaviour', 'In-flight Experience']"
worst airline on the planet,"['Cabin Environment', 'Aircraft Maintenance', 'Brand Reputation', 'Boarding Process']"
service to be top-notch,"['Staff Behaviour', 'In-flight Experience']"
a lot of waiting around,"['Punctuality', 'Boarding Process']"
iconic scheduled flight,['Punctuality']
baggage delivery fast,['Baggage Policies']
staff friendly and helpful,['Staff Behaviour']
after 30 minutes no baggage appears,['Baggage Policies']
the most unprofessional behaviour,['Staff Behaviour']
did not offer compensation,['Compensation & Refund']
flight attendants friendly,['Staff Behaviour']
told we only accept cash,['Aircraft Maintenance']
check-in staff was atrocious,"['Staff Behaviour', 'Boarding Process']"
we got 2 separate seats,['Seat Comfort']
the worst experience,"['Brand Reputation', 'In-flight Experience']"
very rude about the extra charges,"['Staff Behaviour', 'Baggage Policies']"
pretty good for a budget airline,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
lady was being so rude,['Staff Behaviour']
the worst customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
disappointed with their baggage policy,"['Baggage Policies', 'Process & Policy']"
seat seems narrow,['Seat Comfort']
"lounge access, & boarding were fine",['Boarding Process']
did not get my luggage when i landed,['Baggage Policies']
absurd cabin baggage they allow,"['Cabin Environment', 'Baggage Policies']"
excellent safe service,"['Staff Behaviour', 'In-flight Experience']"
"on time, crews ok","['Staff Behaviour', 'Punctuality', 'In-flight Experience']"
another delayed flight,['Punctuality']
shameful airline company,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
friendly cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
staff are very professional,['Staff Behaviour']
i was a full 2 hours late,['Punctuality']
great service overall,"['Staff Behaviour', 'In-flight Experience']"
efficient and helpful service,"['Staff Behaviour', 'In-flight Experience']"
sad it will merge with thai airways,['Cabin Environment']
seats are not clean and old,"['Seat Comfort', 'Hygiene', 'Aircraft Maintenance']"
best domestic airline,"['Cabin Environment', 'Boarding Process']"
service with hospitality,"['Staff Behaviour', 'In-flight Experience']"
told me my bags were too large,['Aircraft Maintenance']
excellent flight for a cheap price,"['Value for Money', 'Ticket Booking & Pricing']"
a decent airline,"['Cabin Environment', 'Boarding Process']"
such a poor bunch of staff,['Staff Behaviour']
brand will probably disappear,['Brand Reputation']
thomas cook airlines belgium customer review,"['Cabin Environment', 'Boarding Process']"
thomas cook airlines belgium customer review,"['Cabin Environment', 'Boarding Process']"
thomas cook airlines belgium customer review,"['Cabin Environment', 'Boarding Process']"
thomas cook airlines belgium customer review,"['Cabin Environment', 'Boarding Process']"
food was better than average,"['Food & Beverages', 'In-flight Experience', 'Miscellaneous']"
check-in at manchester was horrible,"['Brand Reputation', 'Boarding Process']"
legroom was perfect with plenty of space,['Seat Comfort']
didn't enjoy this experience,['In-flight Experience']
flight expensive and left late,"['Value for Money', 'Punctuality']"
great flying experience,['In-flight Experience']
they lost the suitcase,['Baggage Policies']
good amount seat recline,"['Seat Comfort', 'Boarding Process']"
cabin crew patient and polite,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
fly tianjin airlines again,"['Cabin Environment', 'Boarding Process']"
staff were great,['Staff Behaviour']
avoid taking flights,['Brand Reputation']
would recommend tibet airlines,"['Cabin Environment', 'Boarding Process']"
lack of customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
online check-in was unavailable,"['Wi-Fi & Connectivity', 'Boarding Process']"
poor quality of ground staff service,"['Staff Behaviour', 'In-flight Experience']"
service is absolutely rubbish,"['Staff Behaviour', 'In-flight Experience']"
family separated by seating,['Seat Comfort']
staff were lazy and unhelpful,['Staff Behaviour']
their service to customers is unfair,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
disgrace of an airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
no confirmation on refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
refuse to provide me with a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
the staff were courteous,['Staff Behaviour']
never fly this unprofessional airline,"['Staff Behaviour', 'Cabin Environment', 'Boarding Process']"
useless and unprofessional,['Staff Behaviour']
rude and disrespectful,['Staff Behaviour']
refunds not provided for change of mind,"['Ticket Booking & Pricing', 'Compensation & Refund']"
online check-in was unavailable,"['Wi-Fi & Connectivity', 'Boarding Process']"
the worst experience,"['Brand Reputation', 'In-flight Experience']"
just want my money back,['Compensation & Refund']
counter staff unfriendly,['Staff Behaviour']
seat belt buckles full of grime,['Seat Comfort']
struck me as being a professional airline,"['Cabin Environment', 'Boarding Process']"
have nothing but praise for the cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
staff friendly and professional,['Staff Behaviour']
"helpful, efficient and courteous",['Staff Behaviour']
delays without any reason,['Punctuality']
i’m left without a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
by far the worst airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
affected by transavia's new baggage rules,"['Baggage Policies', 'Process & Policy']"
worst airline i've used,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
a high price for a low cost airline service,"['Staff Behaviour', 'Value for Money', 'Cabin Environment', 'Ticket Booking & Pricing', 'Boarding Process', 'In-flight Experience']"
"extremely aggressive, impolite and rude",['Staff Behaviour']
customer service is terrible2,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
hopefully this airline will improve,"['Cabin Environment', 'Boarding Process']"
flights delayed by 3-5 hrs,['Punctuality']
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
customer service unresponsive,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
be prepared for multiple reschedule,"['Punctuality', 'Flight Cancellation']"
experience was prompt and precise,['In-flight Experience']
aircraft was clean and cool,"['Hygiene', 'Cabin Environment', 'Aircraft Maintenance']"
plane was comfortable enough,"['Seat Comfort', 'Aircraft Maintenance', 'In-flight Experience']"
tropic air was a disappointment,['Cabin Environment']
great little airline,"['Cabin Environment', 'Boarding Process']"
fabulous little airline,"['Cabin Environment', 'Boarding Process']"
the service was first class,"['Staff Behaviour', 'In-flight Experience']"
only gripe is the lack of space,['Seat Comfort']
144 usd extra because of backpack overweight,['Baggage Policies']
worst experience ever,"['Brand Reputation', 'In-flight Experience']"
service was great,"['Staff Behaviour', 'In-flight Experience']"
what you expect from a budget carrier,['Value for Money']
efficient on-board service,"['Staff Behaviour', 'In-flight Experience']"
pleasant on-board service,"['Staff Behaviour', 'In-flight Experience']"
how inattentive the flight staff is,['Staff Behaviour']
one of the worst services,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
clean planes and pleasant (young) cabin crew,"['Staff Behaviour', 'Hygiene', 'Cabin Environment', 'Aircraft Maintenance', 'In-flight Experience']"
delayed for at least 3 hours,['Punctuality']
more than 6 hrs delayed,['Punctuality']
"poor service, grim flight","['Staff Behaviour', 'In-flight Experience']"
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
worst airline i've ever used,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
delivered for what i thought was a fair price,"['Value for Money', 'Cabin Environment', 'Ticket Booking & Pricing']"
extremely impolite and disrespectful,['Staff Behaviour']
worst airline i have ever travelled,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
very bad experience,['In-flight Experience']
seats on the a330 were comfortable,"['Seat Comfort', 'In-flight Experience']"
keeping the cabin in total darkness,['Cabin Environment']
they denied any compensation,['Compensation & Refund']
i warn against traveling with this airline,"['Cabin Environment', 'Boarding Process']"
refusing to provide compensation,['Compensation & Refund']
my luggage never arrived,['Baggage Policies']
"no refund, no compensation","['Ticket Booking & Pricing', 'Compensation & Refund']"
unexpectedly pleasant experience,['In-flight Experience']
service is very good,"['Staff Behaviour', 'In-flight Experience']"
crew were friendly,"['Staff Behaviour', 'In-flight Experience']"
crew disinterested and surly,"['Staff Behaviour', 'In-flight Experience']"
great indian vegetarian food,"['Food & Beverages', 'In-flight Experience']"
seats cheapest ever,"['Seat Comfort', 'Value for Money']"
bring your own water and food,"['Food & Beverages', 'In-flight Experience']"
horrible service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
good service and friendly staff,"['Staff Behaviour', 'In-flight Experience']"
i don't recommend this airline,"['Cabin Environment', 'Boarding Process']"
i have not received my refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
very poor customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
experience was very professional,['In-flight Experience']
my luggage was left behind,['Baggage Policies']
flights always get delayed,['Punctuality']
experience wasn’t that as i expected,['In-flight Experience']
the room for improvement is booking with miles and legroom,"['Seat Comfort', 'Ticket Booking & Pricing']"
always a great experience in business-class,['In-flight Experience']
great service on the ground and on board,"['Staff Behaviour', 'In-flight Experience']"
asked to pay again for my carry-on,['Baggage Policies']
no assistance whatsoever,"['Staff Behaviour', 'Customer Service', 'Accessibility Needs']"
they have consistently managed to be the worst of the worst,['Brand Reputation']
worst company i ever dealt with,['Brand Reputation']
worst airline experience ever.,"['Cabin Environment', 'Brand Reputation', 'Boarding Process', 'In-flight Experience']"
"cheap prices, comfortable seats","['Seat Comfort', 'Value for Money', 'Ticket Booking & Pricing', 'In-flight Experience']"
i’m done with this airline!,"['Cabin Environment', 'Boarding Process']"
not received any compensation,['Compensation & Refund']
had a good experience,['In-flight Experience']
food did not standard for economy class,"['Food & Beverages', 'In-flight Experience']"
a positive experience,['In-flight Experience']
food for purchase only,"['Food & Beverages', 'In-flight Experience']"
take any other airline,"['Cabin Environment', 'Boarding Process']"
crew were friendly and proactive with customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
seat comfort in economy plus good,"['Seat Comfort', 'In-flight Experience']"
avoid this airline!,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
attitude is very unprofessional,['Staff Behaviour']
avoid it in the future,['Brand Reputation']
no announcement on any delay,['Punctuality']
average level of service,"['Staff Behaviour', 'In-flight Experience', 'Miscellaneous']"
avoid like the plague,['Brand Reputation']
staff were just plain rude,['Staff Behaviour']
flight attendants are rude,['Staff Behaviour']
displeasure of flying us airways,['Cabin Environment']
rude and unwilling to help,['Staff Behaviour']
had not been assigned a seat,['Seat Comfort']
ticket price was too high,"['Value for Money', 'Ticket Booking & Pricing']"
recommend to avoid this airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
price was a bit high,"['Value for Money', 'Ticket Booking & Pricing']"
staff were good,['Staff Behaviour']
my experience was satisfactory,"['In-flight Experience', 'Miscellaneous']"
"very rude, very unprofessional",['Staff Behaviour']
unprofessionalism is really disgraceful,"['Staff Behaviour', 'Brand Reputation']"
friendly and smiley flight attendants,['Staff Behaviour']
cabin staff act like statues,"['Staff Behaviour', 'Cabin Environment']"
overall disappointing experience,['In-flight Experience']
"shaky seats, stale food, rude staff","['Food & Beverages', 'Seat Comfort', 'Staff Behaviour', 'In-flight Experience']"
seat belt sign was on the whole flight,['Seat Comfort']
by far the worst airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
really nice level of customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
boarding efficient,['Boarding Process']
they served free drinks,['Food & Beverages']
extremely rude cabin supervisor,"['Staff Behaviour', 'Cabin Environment']"
left with no money and no ticket,['Ticket Booking & Pricing']
delays and more delay,['Punctuality']
not be flying v air again,['Cabin Environment']
vanilla air is the worst,"['Cabin Environment', 'Brand Reputation']"
