reviews,category
a terrible way to treat your customers,['Brand Reputation']
a disaster from start to finish,['Miscellaneous']
a delightful experience,['In-flight Experience']
service is typically very poor,"['Staff Behaviour', 'In-flight Experience']"
patchy and mainly underwhelming,['Miscellaneous']
still waiting for the compensation,"['Punctuality', 'Compensation & Refund', 'Boarding Process']"
finally received our refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
i received no updates,['Miscellaneous']
aircraft very clean and spotless,"['Hygiene', 'Cabin Environment', 'Aircraft Maintenance']"
no entertainment system and no wifi,"['Inflight Entertainment', 'Wi-Fi & Connectivity', 'In-flight Experience']"
a horrible experience,"['Brand Reputation', 'In-flight Experience']"
spent 12 hours in airport,['Cabin Environment']
really good experience,['In-flight Experience']
delay of almost 4 hours,['Punctuality']
book with a different airline,"['Cabin Environment', 'Boarding Process']"
avoid sata airlines if possible,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
thoroughly enjoyed our experience,['In-flight Experience']
staff was professional,['Staff Behaviour']
i had to pay extra weight,['Miscellaneous']
sata won't give me a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
refuse to pay flight delay compensation,"['Punctuality', 'Compensation & Refund']"
they treat their customers poorly,['Miscellaneous']
bad customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
avoid this airline like the plague,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
no communication at all,['Miscellaneous']
don't recommend using this airline,"['Cabin Environment', 'Boarding Process']"
excellent choice for domestic travel,['Miscellaneous']
far from what was promised,['Miscellaneous']
they exceeded my expectations,['Miscellaneous']
we had to walk a long way,['Miscellaneous']
"terrible, terrible service","['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
miss our connecting flight,['Miscellaneous']
the worst flight i have travelled,['Brand Reputation']
friendly and amazing service,"['Staff Behaviour', 'In-flight Experience']"
progressed from 4/10 to 8/10,['Miscellaneous']
lack of accountability and responsiveness,['Miscellaneous']
totally disrespectful of their customers,['Miscellaneous']
not professional service at all,"['Staff Behaviour', 'In-flight Experience']"
moved the flight 3.5 hours earlier,['Miscellaneous']
a decent service,"['Staff Behaviour', 'In-flight Experience']"
not sure it is worth it,['Value for Money']
inflight a nice sandwich,['Miscellaneous']
i am glad i flew with them,['Miscellaneous']
wouldn’t recommend this airline,"['Cabin Environment', 'Boarding Process']"
pretty atrocious service standards,"['Staff Behaviour', 'In-flight Experience']"
never fly scoot again,['Miscellaneous']
didn't load all our luggage,['Baggage Policies']
departure time changed by almost 24 hr,['Ticket Booking & Pricing']
boarding was pretty chaotic,['Boarding Process']
lack of attention was disheartening,['Miscellaneous']
professionalism is null,['Miscellaneous']
overall a pleasant experience,['In-flight Experience']
delay at least 30 min,['Punctuality']
never fly this airline,"['Cabin Environment', 'Boarding Process']"
worst airline i ever flew,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
double charged my credit card,['Miscellaneous']
will never see us again,['Miscellaneous']
horrible customer service ,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
use alternate travel modes,['Miscellaneous']
disgusted by the treatment,['Miscellaneous']
buyer beware i guess,['Miscellaneous']
utter disregard for the customer,['Miscellaneous']
don't recommend seaborne airlines,"['Cabin Environment', 'Boarding Process']"
third class airline,"['Cabin Environment', 'Boarding Process']"
no clear updates are being provided,['Miscellaneous']
no explanation or compensation,['Compensation & Refund']
never travel again with them,['Miscellaneous']
really disappointing experience,['In-flight Experience']
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
better to not travel,['Miscellaneous']
long unpredictable delays,['Punctuality']
timings are very unreliable,['Miscellaneous']
flight delayed by more than 2 hours,['Punctuality']
good quality food served,"['Food & Beverages', 'In-flight Experience']"
cabin crew friendly,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
smiles on the faces of the cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
very disappointed with the staff,['Staff Behaviour']
ticket was booked wrong,['Ticket Booking & Pricing']
meal was very poor,['Food & Beverages']
is a pathetic airline,"['Cabin Environment', 'Boarding Process']"
would never choose it again,['Miscellaneous']
stay away from this company,['Miscellaneous']
happy with the service,"['Staff Behaviour', 'In-flight Experience']"
overall a good journey,['Miscellaneous']
"comfortable, clean and modern plane","['Seat Comfort', 'Hygiene', 'Aircraft Maintenance', 'In-flight Experience']"
crew was very attentive,"['Staff Behaviour', 'In-flight Experience']"
quite impressed,['Miscellaneous']
impressed on the cabin cleanliness,"['Hygiene', 'Cabin Environment', 'Boarding Process']"
old fashioned business class seats,"['Seat Comfort', 'Aircraft Maintenance']"
miserable food for a business class,"['Food & Beverages', 'In-flight Experience']"
"punctuality, good service","['Staff Behaviour', 'Punctuality', 'In-flight Experience']"
was a very positive surprise,['Miscellaneous']
just unbelievable,['Miscellaneous']
two days of my trip ruined,['Miscellaneous']
delayed for 16 hours,['Punctuality']
it was a pleasant flight,['Miscellaneous']
cabin crew tells me to be quiet,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
overall a good experience,['In-flight Experience']
worst airline i’ve ever encountered,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
poor quality service,"['Staff Behaviour', 'In-flight Experience']"
they have no service awful staff,"['Staff Behaviour', 'In-flight Experience']"
plane was 40% empty,['Aircraft Maintenance']
i would avoid shenzhen airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
customer service is non existent,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
very good value for money,['Value for Money']
the flight was a bargain,['Miscellaneous']
highly not recommend,['Miscellaneous']
not be able to claim for travel insurance,['Compensation & Refund']
no food and drink service during the flight,"['Food & Beverages', 'Staff Behaviour', 'In-flight Experience']"
playing refunding trick,"['Ticket Booking & Pricing', 'Compensation & Refund']"
worst flight i ever had to china,['Brand Reputation']
poor cabin hygiene,"['Hygiene', 'Cabin Environment']"
there is no customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
sichuan airlines is scamming us,"['Cabin Environment', 'Boarding Process']"
service was impressive,"['Staff Behaviour', 'In-flight Experience']"
concerned about the covid safety of this flight,"['Aircraft Maintenance', 'Security Concerns']"
it turned out okay,['Miscellaneous']
responded promptly and courteously,['Miscellaneous']
"comfortable, good service","['Seat Comfort', 'Staff Behaviour', 'In-flight Experience']"
long check-in queue,['Boarding Process']
not recommend using silkair,['Cabin Environment']
pretty decent flight,['Miscellaneous']
worst experience in my life,"['Brand Reputation', 'In-flight Experience']"
not recommend this airline,"['Cabin Environment', 'Boarding Process']"
silkair is shockingly bad,['Cabin Environment']
gate personnel was as cold as stone,"['Cabin Environment', 'Aircraft Maintenance']"
 have yet to be reimbursed,['Miscellaneous']
service is not on this company’s radar,"['Staff Behaviour', 'In-flight Experience']"
they gave them our flight,['Miscellaneous']
terrible terrible airline!,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
terrible service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
irresponsible and careless,['Miscellaneous']
do not fly in this airline,"['Cabin Environment', 'Boarding Process']"
delayed over and over again,['Punctuality']
so delayed we couldn't wait,['Punctuality']
it all came to an end too quickly,['Miscellaneous']
below average pitch and recline,"['Seat Comfort', 'Boarding Process', 'Miscellaneous']"
no dining on demand,['Food & Beverages']
the screen of my seat was not working,"['Inflight Entertainment', 'Seat Comfort']"
average in terms of comfort,"['Seat Comfort', 'In-flight Experience', 'Miscellaneous']"
always excellent service,"['Staff Behaviour', 'In-flight Experience']"
everything is premium,['Miscellaneous']
disappointed on this trip,['Miscellaneous']
best airline i've traveled with,"['Cabin Environment', 'Boarding Process']"
we didn’t ask for much,['Miscellaneous']
take your money for nothing,['Miscellaneous']
they charge you for everything,['Miscellaneous']
needed to pay an additional fee,['Miscellaneous']
their incompetence cost me money,['Value for Money']
odd baggage rules inconsistently applied,"['Baggage Policies', 'Process & Policy']"
purchased tickets with wrong date,['Ticket Booking & Pricing']
pay for an additional 7 suitcase allowances,['Miscellaneous']
"horrible service, do not fly!","['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
ability to handle the problem was zero,['Miscellaneous']
bag was allowed in one leg of trip,['Miscellaneous']
no on board wifi,['Wi-Fi & Connectivity']
avoid if at all possible,['Brand Reputation']
not rembursed yet,['Miscellaneous']
ordeal has been incredibly stressful,['Miscellaneous']
airline has no reliability,"['Cabin Environment', 'Boarding Process']"
no one to solve your problem,['Miscellaneous']
"aircraft was old but clean, and comfortable","['Seat Comfort', 'Hygiene', 'Cabin Environment', 'Aircraft Maintenance', 'In-flight Experience']"
i request a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
the service is unacceptable,"['Staff Behaviour', 'In-flight Experience']"
disheartened by the experience,['In-flight Experience']
company were unmoved by the inconvenience,['Miscellaneous']
would not recommend,['Miscellaneous']
the flight was canceled,['Miscellaneous']
best budget airline i've flown with,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
pretty impressed by the quality,['Miscellaneous']
comfy seat and legroom,['Seat Comfort']
6 months later still no refund,"['Punctuality', 'Ticket Booking & Pricing', 'Compensation & Refund']"
absolutely shocking!,['Miscellaneous']
experience was very disappointing,['In-flight Experience']
absolutely chaotic from the start,['Miscellaneous']
recommend this airline,"['Cabin Environment', 'Boarding Process']"
had to pay for the boarding passes,['Boarding Process']
the worst airline i have ever coame across!,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
an interesting airline,"['Cabin Environment', 'Boarding Process']"
forced rebook by airline,"['Cabin Environment', 'Boarding Process']"
took great care of daughter,['Miscellaneous']
wasn't even close to fitting my carry on,['Miscellaneous']
she is a perfect representative,['Miscellaneous']
delayed because of mechanical issues,['Punctuality']
fishing rod as an extra item,['Miscellaneous']
big thank you to staff,['Staff Behaviour']
another disappointment,['Miscellaneous']
service was friendly,"['Staff Behaviour', 'In-flight Experience']"
avoid at all costs,"['Value for Money', 'Brand Reputation']"
recommend never flying with them,['Miscellaneous']
very friendly crew,"['Staff Behaviour', 'In-flight Experience']"
had no issues whatsoever,['Miscellaneous']
"friendly, helpful and professional crew","['Staff Behaviour', 'In-flight Experience']"
experience was faultless,['In-flight Experience']
friendly cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
no respect for customers complaints ,"['Customer Service', 'Brand Reputation']"
advise you not to use them either,['Miscellaneous']
rather walk to my destination,['Miscellaneous']
"in short, horrible!",['Brand Reputation']
no leg room and super hard seats,['Seat Comfort']
"avoid flying, unless really necessary",['Brand Reputation']
"no service, but cheap ticket","['Staff Behaviour', 'Value for Money', 'Ticket Booking & Pricing', 'In-flight Experience']"
 an excellent flight and service,"['Staff Behaviour', 'In-flight Experience']"
never fly with them again,['Miscellaneous']
low quality service,"['Staff Behaviour', 'In-flight Experience']"
very poor management,['Miscellaneous']
maintenance is non-existent,"['Hygiene', 'Aircraft Maintenance']"
lynx airlines should be ashamed of themselves,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
shame on sas for selling this,['Brand Reputation']
one hour flight was excellent,['Miscellaneous']
stay away from smartlynx,['Miscellaneous']
friendly and helpful crew,"['Staff Behaviour', 'In-flight Experience']"
you are greeted by rudeness,['Staff Behaviour']
customer service rude and unhelpful,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
"no info, no help, no refund","['Ticket Booking & Pricing', 'Compensation & Refund']"
extremely unpleasant and unprofessional,['Staff Behaviour']
strict 8 kg limit for overhead luggage,['Baggage Policies']
seriously hostile ground and cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
almost 22 hours delay!,['Punctuality']
absolutely terrible service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
asked me to pay for extra luggage,['Baggage Policies']
low-cost service for big prices,"['Staff Behaviour', 'Value for Money', 'Ticket Booking & Pricing', 'In-flight Experience']"
sol líneas aéreas customer review,['Miscellaneous']
happy to fly with them again,['Miscellaneous']
it is pretty good,['Miscellaneous']
very disappointed with this company,['Miscellaneous']
cannot recommend this airline,"['Cabin Environment', 'Boarding Process']"
it hot and not enough airflow,['Cabin Environment']
very good service,"['Staff Behaviour', 'In-flight Experience']"
leg room quite good,['Miscellaneous']
airline is a complete disaster,"['Cabin Environment', 'Boarding Process']"
most incompetent people i ever dealt with,['Miscellaneous']
we still have not received our luggage,['Baggage Policies']
south africans take the cake!,['Miscellaneous']
on board service was good,"['Staff Behaviour', 'In-flight Experience']"
we want our monies back,['Miscellaneous']
refused to refund my money,"['Ticket Booking & Pricing', 'Compensation & Refund']"
lounge was closed due to lockdown,['Miscellaneous']
poor customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
$300 charge for me changing my ticket,['Ticket Booking & Pricing']
had a terrible journey,['Brand Reputation']
had no solutions for me,['Miscellaneous']
friendly flight crew,"['Staff Behaviour', 'In-flight Experience']"
"a horrible, and preventable experience","['Brand Reputation', 'In-flight Experience']"
"10/10, would recommend",['Miscellaneous']
poor customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
never again fly southwest,['Brand Reputation']
you will be sorry,['Miscellaneous']
customer service outside of flights not good,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
clean aircraft and friendly flight crew,"['Staff Behaviour', 'Hygiene', 'Cabin Environment', 'Aircraft Maintenance', 'In-flight Experience']"
a whole row to myself,['Miscellaneous']
very friendly staff,['Staff Behaviour']
what a difficult airline,"['Cabin Environment', 'Boarding Process']"
poor chaotic boarding,['Boarding Process']
a ridiculous experience,['In-flight Experience']
journey was comfortable,"['Seat Comfort', 'In-flight Experience']"
unprofessional behaviour of the staff,['Staff Behaviour']
charged for 2 kg hand baggage,['Baggage Policies']
abysmal level of service,"['Staff Behaviour', 'In-flight Experience']"
worst flight experience ever,"['Brand Reputation', 'In-flight Experience']"
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
extremely disappointing experience,['In-flight Experience']
don't have any real expectations,['Miscellaneous']
flight delayed by 5 hours,['Punctuality']
we never got the refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
delayed for over 3 hours,['Punctuality']
do not fly with spirit airlines,"['Cabin Environment', 'Boarding Process']"
never flying spirit again,['Miscellaneous']
unprofessional behavior and poor service,"['Staff Behaviour', 'In-flight Experience']"
charged $100 for a small bag,['Miscellaneous']
i will never fly spirit again,['Miscellaneous']
not be using spirit airlines again!,"['Cabin Environment', 'Boarding Process']"
left and arrived on time,['Punctuality']
highly disappointing,['Miscellaneous']
never travel this company,['Miscellaneous']
absolutely awful airline,"['Cabin Environment', 'Boarding Process']"
a money grabbing airline,"['Cabin Environment', 'Boarding Process']"
not a low-priced airline,"['Value for Money', 'Cabin Environment', 'Ticket Booking & Pricing', 'Boarding Process']"
told us our luggage were oversized,"['Baggage Policies', 'Aircraft Maintenance']"
i don't recommend this company,['Miscellaneous']
i have never travelled with such a money grabbing airline,"['Cabin Environment', 'Boarding Process']"
air tickets are very cheap,"['Value for Money', 'Cabin Environment', 'Ticket Booking & Pricing']"
terrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
zero hospitality,['Staff Behaviour']
one of the worst airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
i had a terrible experience,"['Brand Reputation', 'In-flight Experience']"
utterly shocked and disgusted,['Miscellaneous']
left the airport disappointed,['Cabin Environment']
i would highly recommend them,['Miscellaneous']
i was pleasantly surprised,['Miscellaneous']
service was professional,"['Staff Behaviour', 'In-flight Experience']"
direct flight was canceled,['Miscellaneous']
fly with another airline,"['Cabin Environment', 'Boarding Process']"
i still don’t have my money back,['Compensation & Refund']
no customer support,"['Staff Behaviour', 'Customer Service', 'Accessibility Needs']"
bad experience with this company,['In-flight Experience']
this company is total joke,['Miscellaneous']
sriwijaya just don't care,['Miscellaneous']
stay away from this airline,"['Cabin Environment', 'Boarding Process']"
haven’t answered our request,['Miscellaneous']
clean and comfortable,"['Seat Comfort', 'Hygiene', 'In-flight Experience']"
seats were comfortable,"['Seat Comfort', 'In-flight Experience']"
avoid at all cost,"['Value for Money', 'Brand Reputation']"
they have no respect for customers,['Miscellaneous']
worst airline of the world,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
brutal delays. missed connection,"['Punctuality', 'Wi-Fi & Connectivity']"
the absolute worst,['Brand Reputation']
delays and cancellations,"['Punctuality', 'Ticket Booking & Pricing', 'Flight Cancellation']"
pleasantly surprised,['Miscellaneous']
thank you for staff of star peru,['Staff Behaviour']
staff no help whatsoever,['Staff Behaviour']
supposed to leave 45 minutes ago,['Miscellaneous']
best low-cost airline i have used,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
extremely friendly and quick,['Miscellaneous']
i barely made the connection,['Wi-Fi & Connectivity']
very professional and courteous,['Miscellaneous']
had to go through extra security,['Security Concerns']
meticulous services offered,"['Staff Behaviour', 'In-flight Experience']"
"friendly, nice, awesome, and courteous",['Miscellaneous']
inexperienced with customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
everything was perfect,['Miscellaneous']
starlux was that good,['Miscellaneous']
onboard service caring and professional,"['Staff Behaviour', 'In-flight Experience']"
do not pay for select seating,['Seat Comfort']
response was sorry for the delay,"['Punctuality', 'Customer Service']"
flawed customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
my bag with shorts and tshirts was in violation,['Miscellaneous']
stressful and worst experience,"['Brand Reputation', 'In-flight Experience']"
one of the worst airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
avoid this airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
made us move from our seats,['Seat Comfort']
airline and employees are garbage,"['Cabin Environment', 'Boarding Process']"
customer service is non existent,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
flight has been delayed three times,['Punctuality']
recommend this airline,"['Cabin Environment', 'Boarding Process']"
full meal and bar service ,"['Food & Beverages', 'Staff Behaviour', 'In-flight Experience']"
helpful friendly and professional,['Staff Behaviour']
absolutely outrageous!,['Miscellaneous']
flight wasn't as bad as i expected,['Miscellaneous']
abysmal customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
our flight was rerouted,['Miscellaneous']
cabin crew were fantastic,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
still awaiting for any response,"['Punctuality', 'Customer Service', 'Boarding Process']"
luggage had been left at gatwick,['Baggage Policies']
they have not responded,['Miscellaneous']
we are unable to pay you,['Miscellaneous']
they change the return flight home,['Ticket Booking & Pricing']
"extremely awful, slow service","['Staff Behaviour', 'Wi-Fi & Connectivity', 'Boarding Process', 'In-flight Experience']"
2 days of vacation gone,['Miscellaneous']
one staff was very rude,['Staff Behaviour']
our trip was amazing,['Miscellaneous']
i would expect better behavior,['Miscellaneous']
airline to avoid in the future,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
so disappointed in the service,"['Staff Behaviour', 'In-flight Experience']"
abruptly ripped our boarding passes,['Boarding Process']
never travelling with them again,['Miscellaneous']
might give them another chance,['Miscellaneous']
ended up missing my flight,['Miscellaneous']
very bad ticketing management,['Ticket Booking & Pricing']
this is very poor service,"['Staff Behaviour', 'In-flight Experience']"
a bit stupid of your system,['Miscellaneous']
no concern for customer experience,['In-flight Experience']
they're not helpful,['Staff Behaviour']
change in their baggage policy,"['Baggage Policies', 'Ticket Booking & Pricing', 'Process & Policy']"
one of the worst airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
 service very very bad,"['Staff Behaviour', 'In-flight Experience']"
never had such a bad service,"['Staff Behaviour', 'In-flight Experience']"
in aruba for more than 24 hours now,['Miscellaneous']
no info on flight delay,['Punctuality']
i'm still trying to get a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
i still haven’t gotten a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
the worst flight experience,"['Brand Reputation', 'In-flight Experience']"
i never felt welcome,['Miscellaneous']
absolute worst experience,"['Brand Reputation', 'In-flight Experience']"
no further action was taken,['Miscellaneous']
overall the service was good,"['Staff Behaviour', 'In-flight Experience']"
choose an alternative,['Miscellaneous']
it is a beautiful ride,['Miscellaneous']
cabin crew was amazing,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
very satisfactory flights,['Miscellaneous']
actually felt like a valued customer,['Value for Money']
lack of responsibility and professionalism,['Miscellaneous']
provided a complimentary cab service,"['Staff Behaviour', 'In-flight Experience']"
you'll go through many months of stress,['Miscellaneous']
does not care about its customers,['Miscellaneous']
cabin temperature was much too low,['Cabin Environment']
fallen so far in terms of spirit,['Miscellaneous']
shameful customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
a cheap flight and not much more to be expected,['Value for Money']
don’t want to refund my money,"['Ticket Booking & Pricing', 'Compensation & Refund']"
won't give you any compensation,['Compensation & Refund']
such a horrible service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
never be flying with swoop again,['Miscellaneous']
all very dirty. disgusting,"['Hygiene', 'Aircraft Maintenance']"
i would fly with them again,['Miscellaneous']
fly swoop while you can before it shuts down,['Miscellaneous']
no communication from the flight staff,['Staff Behaviour']
won't pay me for booking another flight,['Ticket Booking & Pricing']
extremely disappointing,['Miscellaneous']
the flight was ok,['Miscellaneous']
so shocked with this attitude,['Miscellaneous']
the worst one i’ve used,['Brand Reputation']
extremely disappointing airline,"['Cabin Environment', 'Boarding Process']"
passengers were kept in the dark,['Miscellaneous']
very bad experience,['In-flight Experience']
seat was very comfortable,"['Seat Comfort', 'In-flight Experience']"
horrible airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
included check-in baggage of 15kg or 23kg,"['Baggage Policies', 'Boarding Process']"
nothing short of a nightmare,['Miscellaneous']
no communication from them,['Miscellaneous']
passenger cabin has so many defects,['Cabin Environment']
what a terrible airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
didn't refund me anything,"['Ticket Booking & Pricing', 'Compensation & Refund']"
my experience was disastrous,['In-flight Experience']
highly recommend not flying them,['Miscellaneous']
it is really a nightmare,['Miscellaneous']
cancel or delay their flights,['Punctuality']
one of the most painful experiences,['In-flight Experience']
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
expecting much better value,['Value for Money']
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
taca airlines customer review,"['Cabin Environment', 'Boarding Process']"
unprofessional but aircraft is new,"['Staff Behaviour', 'Cabin Environment', 'Aircraft Maintenance']"
flight was canceled,['Miscellaneous']
avoid this airline at all costs,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
still have not been refunded,"['Ticket Booking & Pricing', 'Compensation & Refund']"
"nobody answered, ever",['Miscellaneous']
do not fly with tacv,['Miscellaneous']
ever sent us notification of this change,['Ticket Booking & Pricing']
delayed for 5 hours,['Punctuality']
worst experience so far,"['Brand Reputation', 'In-flight Experience']"
it’s still a total joke,['Miscellaneous']
tag rep refused to understand,['Miscellaneous']
avoid this airline at all costs,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
overbooking the flight,['Ticket Booking & Pricing']
10 hours delay,['Punctuality']
a deficient experience,['In-flight Experience']
run by a group of clueless amateurs,['Miscellaneous']
awful airline,"['Cabin Environment', 'Boarding Process']"
price was ridiculously high,"['Value for Money', 'Ticket Booking & Pricing']"
attitude was rude and unprofessional,['Staff Behaviour']
terrible experience,"['Brand Reputation', 'In-flight Experience']"
zero interest for clients,['Miscellaneous']
waiting at the airport for 6 hours,"['Punctuality', 'Cabin Environment', 'Boarding Process']"
nobody even gave us a bottle of water,['Miscellaneous']
the plane was outdated,['Aircraft Maintenance']
nobody has ever replied to me,['Miscellaneous']
staff were very friendly,['Staff Behaviour']
tajik air customer review,['Cabin Environment']
tajik air customer review,['Cabin Environment']
tajik air customer review,['Cabin Environment']
tajik air customer review,['Cabin Environment']
many missed their connection,['Wi-Fi & Connectivity']
extremely happy about this,['Miscellaneous']
basic transcontinental flight,['Miscellaneous']
i would recommend it,['Miscellaneous']
fa was friendly and attentive,['Miscellaneous']
friendly and acceptable,['Miscellaneous']
no staff of tam helping us,['Staff Behaviour']
staff were extremely friendly,['Staff Behaviour']
worst company i have flown,['Brand Reputation']
bland and mundane experience,['In-flight Experience']
they are a ripoff company,['Miscellaneous']
avoid them at all costs,"['Value for Money', 'Brand Reputation']"
worst airline i have ever seen,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
they had left my one suitcase,['Miscellaneous']
"no apology, no communication""
",['Miscellaneous']
worst flight and customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
worst customer experience,"['Brand Reputation', 'In-flight Experience']"
they deduct cancellation fee,"['Ticket Booking & Pricing', 'Flight Cancellation']"
the worst scam ever,['Brand Reputation']
great customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
don’t fly tame,['Miscellaneous']
fly with another carrier,['Miscellaneous']
learn the lesson to never fly with tame,['Miscellaneous']
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
no contact and no money,['Miscellaneous']
the worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
would avoid if you can,['Brand Reputation']
crew polite and helpful,"['Staff Behaviour', 'In-flight Experience']"
all went wrong,['Miscellaneous']
seats are old and dirty,"['Seat Comfort', 'Hygiene', 'Aircraft Maintenance']"
they should be ashamed,['Brand Reputation']
food is only for purchase,"['Food & Beverages', 'In-flight Experience']"
staff insisted on 23 kg luggage,"['Staff Behaviour', 'Baggage Policies']"
a most professional airline,"['Cabin Environment', 'Boarding Process']"
it was rejected immediately,['Miscellaneous']
refused to honor baggage allowance,['Baggage Policies']
the boarding was chaotic,['Boarding Process']
incredibly frustrating and disappointing,['Miscellaneous']
substituted a short haul aircraft,"['Cabin Environment', 'Aircraft Maintenance']"
my suitcase never arrived,['Miscellaneous']
they won't make a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
worst flight company ever,['Brand Reputation']
excellent service,"['Staff Behaviour', 'In-flight Experience']"
still waiting for the refund,"['Punctuality', 'Ticket Booking & Pricing', 'Compensation & Refund', 'Boarding Process']"
do not fly with tar,['Miscellaneous']
horrid customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
excellent service and attitude,"['Staff Behaviour', 'In-flight Experience']"
worst airline on the planet,"['Cabin Environment', 'Aircraft Maintenance', 'Brand Reputation', 'Boarding Process']"
service to be top-notch,"['Staff Behaviour', 'In-flight Experience']"
a lot of waiting around,"['Punctuality', 'Boarding Process']"
iconic scheduled flight,['Punctuality']
baggage delivery fast,['Baggage Policies']
i will never fly with tarom again,['Miscellaneous']
staff friendly and helpful,['Staff Behaviour']
excellent flight,['Miscellaneous']
after 30 minutes no baggage appears,['Baggage Policies']
the most unprofessional behaviour,['Staff Behaviour']
couldn’t reach my transit,['Miscellaneous']
did not offer compensation,['Compensation & Refund']
flight attendants friendly,['Staff Behaviour']
nothing special,['Miscellaneous']
perfect and uneventful,['Miscellaneous']
told we only accept cash,['Aircraft Maintenance']
check-in staff was atrocious,"['Staff Behaviour', 'Boarding Process']"
we got 2 separate seats,['Seat Comfort']
the worst experience,"['Brand Reputation', 'In-flight Experience']"
very rude about the extra charges,"['Staff Behaviour', 'Baggage Policies']"
pretty good for a budget airline,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
no way to communicate with them,['Miscellaneous']
